Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-02-24,15:35:00,2.01,2.0316,2,2,6955,0
2017-02-24,15:40:00,2,2,1.91,1.91,4815,0
2017-02-24,15:45:00,2.03,2.15,2.02,2.15,19700,0
2017-02-24,15:50:00,1.964,1.964,1.964,1.964,400,0
2017-02-24,16:00:00,2.1293,2.1293,2.0156,2.0156,3390,0
2017-02-24,16:05:00,2.12,2.13,2.0578,2.0578,2800,0
2017-02-24,16:10:00,2.09,2.09,2.09,2.09,100,0
2017-02-24,16:15:00,2.0268,2.0268,2.0268,2.0268,1000,0
2017-02-24,16:20:00,2.0434,2.0735,2.0434,2.0735,465,0
2017-02-24,16:50:00,2.0261,2.0261,2.0261,2.0261,400,0
2017-02-24,16:55:00,2.04,2.07,2.04,2.07,1149,0
2017-02-24,17:00:00,2.0324,2.04,2.0324,2.04,520,0
2017-02-24,17:05:00,2.05,2.05,2.047,2.05,300,0
2017-02-24,17:15:00,2.0591,2.0591,2.0591,2.0591,1000,0
2017-02-24,17:35:00,2.0641,2.0641,2.0641,2.0641,5000,0
2017-02-24,17:55:00,2.0601,2.0601,2.0601,2.0601,100,0
2017-02-24,18:00:00,2.07,2.07,2.07,2.07,800,0
2017-02-24,18:10:00,2.0763,2.0763,2.0763,2.0763,1000,0
2017-02-24,18:20:00,2.0832,2.0832,2.0832,2.0832,160,0
2017-02-24,19:30:00,2.11,2.11,2.11,2.11,1000,0
2017-02-24,20:15:00,2.0898,2.0898,2.0898,2.0898,410,0
2017-02-24,20:20:00,2.07,2.07,2.07,2.07,100,0
2017-02-24,20:25:00,2.0747,2.0747,2.0747,2.0747,2000,0
2017-02-24,20:30:00,2.073,2.073,2.073,2.073,300,0
2017-02-24,21:25:00,2.0846,2.0846,2.0846,2.0846,3000,0
2017-02-24,21:35:00,2.0801,2.0801,2.0801,2.0801,100,0
2017-02-24,21:55:00,2.0901,2.0901,2.0901,2.0901,100,0
2017-02-24,22:00:00,2.1086,2.12,2.1018,2.1018,7664,0
2017-02-27,15:35:00,2.07,2.09,2.07,2.0821,5923,0
2017-02-27,15:40:00,2.1002,2.1002,2.1002,2.1002,300,0
2017-02-27,15:50:00,2.09,2.09,2.09,2.09,162,0
2017-02-27,15:55:00,2.07,2.07,2.0501,2.0501,300,0
2017-02-27,16:00:00,2.0514,2.07,2.0514,2.07,1101,0
2017-02-27,16:05:00,2.07,2.07,2.07,2.07,100,0
2017-02-27,16:10:00,2.07,2.07,2.07,2.07,900,0
2017-02-27,17:05:00,2.07,2.07,2.07,2.07,700,0
2017-02-27,17:30:00,2.07,2.07,2.07,2.07,600,0
2017-02-27,17:35:00,2.07,2.07,2.07,2.07,900,0
2017-02-27,17:40:00,2.0748,2.0748,2.0748,2.0748,150,0
2017-02-27,17:50:00,2.0824,2.0824,2.0824,2.0824,215,0
2017-02-27,17:55:00,2.0749,2.0749,2.0745,2.0745,4000,0
2017-02-27,18:40:00,2.071,2.071,2.071,2.071,1500,0
2017-02-27,18:50:00,2.1,2.1,2.09,2.1,2500,0
2017-02-27,19:15:00,2.12,2.12,2.12,2.12,1400,0
2017-02-27,19:20:00,2.12,2.12,2.12,2.12,500,0
2017-02-27,20:20:00,2.1096,2.1096,2.1096,2.1096,1000,0
2017-02-27,20:40:00,2.12,2.12,2.12,2.12,800,0
2017-02-27,20:45:00,2.1,2.1,2.1,2.1,100,0
2017-02-27,20:50:00,2.1,2.1,2.1,2.1,200,0
2017-02-27,21:00:00,2.101,2.101,2.1,2.1,300,0
2017-02-27,21:05:00,2.1,2.1,2.1,2.1,200,0
2017-02-27,21:15:00,2.101,2.101,2.1,2.1,600,0
2017-02-27,21:25:00,2.1002,2.1002,2.1002,2.1002,2000,0
2017-02-27,21:35:00,2.1032,2.1032,2.1,2.1,2100,0
2017-02-27,21:45:00,2.1015,2.1015,2.1015,2.1015,100,0
2017-02-27,22:00:00,2.1,2.12,2.1,2.12,204,0
2017-02-28,15:35:00,2.08,2.08,2.08,2.08,1693,0
2017-02-28,15:50:00,2.0712,2.1,2.0712,2.1,1496,0
2017-02-28,15:55:00,2.0801,2.1,2.0801,2.1,3092,0
2017-02-28,16:00:00,2.12,2.12,2.12,2.12,1100,0
2017-02-28,16:05:00,2.12,2.12,2.12,2.12,130,0
2017-02-28,16:30:00,2.13,2.13,2.13,2.13,3100,0
2017-02-28,16:35:00,2.14,2.14,2.14,2.14,400,0
2017-02-28,16:55:00,2.1458,2.15,2.13,2.13,7267,0
2017-02-28,17:05:00,2.1755,2.1755,2.1614,2.1614,2450,0
2017-02-28,17:15:00,2.162,2.162,2.162,2.162,600,0
2017-02-28,17:40:00,2.16,2.16,2.121,2.121,3600,0
2017-02-28,17:45:00,2.12,2.12,2.12,2.12,200,0
2017-02-28,17:55:00,2.136,2.136,2.136,2.136,500,0
2017-02-28,18:10:00,2.12,2.12,2.12,2.12,948,0
2017-02-28,19:25:00,2.12,2.12,2.1,2.1,3362,0
2017-02-28,19:30:00,2.1032,2.1032,2.1,2.1,3100,0
2017-02-28,19:35:00,2.1,2.1016,2.1,2.1,6700,0
2017-02-28,19:50:00,2.1,2.1,2.1,2.1,3200,0
2017-02-28,20:00:00,2.1,2.1,2.1,2.1,10400,0
2017-02-28,20:15:00,2.1001,2.1001,2.1,2.1,15100,0
2017-02-28,21:40:00,2.115,2.15,2.115,2.13,20833,0
2017-02-28,21:45:00,2.1399,2.15,2.1399,2.14,500,0
2017-02-28,21:50:00,2.135,2.14,2.12,2.14,5667,0
2017-02-28,21:55:00,2.14,2.14,2.135,2.135,8784,0
2017-02-28,22:00:00,2.14,2.14,2.12,2.14,2422,0
2017-03-01,15:35:00,2.12,2.149,2.12,2.13,13839,0
2017-03-01,15:45:00,2.1316,2.1316,2.1316,2.1316,300,0
2017-03-01,16:05:00,2.1206,2.1206,2.1206,2.1206,800,0
2017-03-01,16:15:00,2.11,2.11,2.11,2.11,4200,0
2017-03-01,16:20:00,2.0441,2.08,2.0441,2.08,950,0
2017-03-01,16:25:00,2.0562,2.0562,2.0562,2.0562,500,0
2017-03-01,16:50:00,2.0701,2.0701,2.0701,2.0701,200,0
2017-03-01,17:15:00,2.0999,2.0999,2.0999,2.0999,285,0
2017-03-01,17:20:00,2.0793,2.1,2.0793,2.1,1338,0
2017-03-01,18:15:00,2.08,2.08,2.08,2.08,300,0
2017-03-01,18:20:00,2.0801,2.0812,2.08,2.08,3100,0
2017-03-01,18:30:00,2.0701,2.0701,2.0701,2.0701,100,0
2017-03-01,18:50:00,2.0907,2.0907,2.0907,2.0907,100,0
2017-03-01,20:10:00,2.09,2.09,2.09,2.09,400,0
2017-03-01,20:20:00,2.08,2.08,2.08,2.08,300,0
2017-03-01,20:50:00,2.08,2.08,2.07,2.07,1300,0
2017-03-01,20:55:00,2.06,2.1,2.06,2.1,3040,0
2017-03-01,21:30:00,2.0842,2.0842,2.08,2.08,1210,0
2017-03-01,21:45:00,2.07,2.07,2.07,2.07,1027,0
2017-03-01,21:50:00,2.085,2.12,2.08,2.0901,9659,0
2017-03-01,21:55:00,2.12,2.12,2.09,2.105,9429,0
2017-03-01,22:00:00,2.09,2.13,2.09,2.13,5500,0
2017-03-02,15:35:00,2.12,2.12,2.12,2.12,3449,0
2017-03-02,15:40:00,2.0713,2.0713,2.0713,2.0713,1366,0
2017-03-02,16:00:00,2.06,2.06,2.06,2.06,1458,0
2017-03-02,16:05:00,2.06,2.06,2.06,2.06,200,0
2017-03-02,16:10:00,2.08,2.08,2.06,2.0614,1000,0
2017-03-02,16:15:00,2.05,2.051,2.05,2.051,576,0
2017-03-02,16:20:00,2.0511,2.0511,2.0511,2.0511,100,0
2017-03-02,16:25:00,2.06,2.07,2.06,2.06,300,0
2017-03-02,16:30:00,2.07,2.07,2.07,2.07,100,0
2017-03-02,16:40:00,2.0852,2.0852,2.0852,2.0852,186,0
2017-03-02,16:55:00,2.08,2.08,2.07,2.07,200,0
2017-03-02,17:00:00,2.07,2.0701,2.07,2.0701,225,0
2017-03-02,17:05:00,2.0799,2.0799,2.0799,2.0799,1000,0
2017-03-02,17:10:00,2.08,2.08,2.08,2.08,700,0
2017-03-02,17:15:00,2.0769,2.0769,2.0701,2.0701,336,0
